asin,avg_rating,num_reviews,price,title_y,features,os,color
B07JB29ZKL,3.0,1,2499.0,"FusionTech G7 15.6"" 4K (3840 x 2160) OLED Gaming Laptop, Intel Core i7-10750H, 16GB Memory, 1TB SSD, NVIDIA GEFORCE RTX 2070MQ, Windows 10 Home","[10th Gen Intel Core i7-10750H 2.6 GHz, (12MB Cache, up to 5.0 GHz, 6 cores) NVIDIA GeForce RTX 2070 Max-Q, 15.6 inch 4K Ultra HD (3840 x 2160) OLED Display, 4-Zone RGB Backlit Keyboard, 16 GB DDR4 Memory 2933MHz, 1TB M.2 PCIe NVMe Solid State Drive, Ports: Standard SD card Slot, 2x USB 3.2, USB 3.2 Gen 1 with PowerShare, Thunderbolt 3 USB 3.2 Gen 2 Type-C, Mini Display Port, HDMI 2.0, RJ-45, Headset jack, 4.81 lbs. Windows 10 Home]",Windows 10 Home,Black
B07JKC69XN,2.5,2,1399.0,"FusionTech Flagship 7000 Series Worktop 17.3"" 2-in-1 FHD IPS Touch-Screen Laptop, Intel 8th Gen i7-8550u up to 4 GHz, 32GB DDR4, Intel PCIe 512GB SSD + 2TB HDD, HDMI, Backlit keyboard, NVIDIA MX150, Win 10","[Intel 8th gen Core i7-8550U 1.8 GHz processor, Turbo up to 4.0 GHz, No DVD Drive, High Quality Intel PCIe Nvme 512GB SSD + 2000 GB Hard drive, 32GB DDR4 memory, 17.3"" FHD 1920 x 1080 touch screen backlight Display, NVIDIA GeForce MX 150 graphics, 360 Degree Rotation flip-and-fold design, Wireless-AC, Bluetooth 4.0, stereo speakers, media card reader,720p HD webcam, 1x USB Type-C, 1x USB 3.0, combo jack, HDMI, Windows 10 home 64-bit, Backlit keyboard, 4-cell lithium-ion Battery, Weighs 6.48 lbs. and measures 0.9"" thin, Era Grey]",Windows 10 Home,Silver
B07KFGZBQ8,4.6,5,1199.95,"FusionTech G3 15"" FHD Gaming Laptop Computer, Intel i7-8750H Up to 4.1GHz, 8GB RAM 128GB PCIe SSD + 1TB HDD NVIDIA GeForce GTX 10​60Mq, Windows 10","[8th Gen Intel Hexa-Core i7-8750H 2.2GHz up to 4.1GHz processors provide responsive, powerful performance whether you're gaming, streaming videos, or working on cpu-intensive projects., 15"" Screen with a wide-viewing angle with In-plane switching, and an FHD Anti-Glare Display. Nvidia GeForce GTX 1060, 8GB DDR4, 128GB PCIe SSD + 1TB HDD; Dual drives with SSD options including NVMe PCIe ensure faster performance and better reliability, and a new Ethernet port supports full 100/1000 Gigabit connections for quick performance., Ac Wi-Fi; 2-in-1 SD/ Micro media card | USB 2.0 | Noble lock security slot | Power/DC-in jack | Optional Thunderbolt 3* with Type-C | HDMI 2.0 | Gigabit Ethernet RJ-45 | Super speed USB 3.1 | headphone/mic, Windows 10 Home]",Windows 10,White
B07MH94QFB,3.85,20,849.0,"FusionTech ABC9570-5632SLV-PUS 15.6"" Traditional Laptop (Silver) 8th Gen i5-8300H Processor-Win 10 Home-8GB Memory-256GB SSD HD-Backlit Keyboard-6 Cell Battery; NVIDIA GeForce GTX 1050 with 4GB GDDR5","[8th Generation Intel Core i5-8300H Processor (8M Cache, up to 4.0 GHz, 4 Cores), 15.6-Inch FHD (1920 x 1080) InfinityEdge anti-glare, Non-Touch IPS 100% RGB 400-Nits Display, 8GB 2666MHz DDR4, (2x4GB), 256 GB M.2 2280 [PCIe] (SSD), 1 x Thunderbolt 3.0, 2 x USB 3.0 with power Share; 1 x headset jack; 1 x SD card reader, Nvidia GeForce GTX 1050 4GB GDDR5]",Windows 10 Home,Silver
B07MLJGJZ8,4.142857142857143,7,726.63,"FusionTech Worktop 15 2-in-1 7586-15.6"" 4K UHD - i7-8565U - Nvidia MX150-16GB - 512GB SSD","[Windows 10 Home4K Ultra HDNVIDIA GeForce MX150 2GB dedicated graphics; 8th-gen Intel® Core i7-8565U processor; 15.6"" display; 16GB memory; 512GB solid-state drive; Bluetooth; touch screen; backlit keyboard; DVD/CD drive is not included]",Windows 10,
B07N82R4XZ,3.1818181818181817,44,,"FusionTech ABC 15 9570-8th Generation Intel Core i7-8750H Processor, 4k Touchscreen display, 16GB DDR4 2666MHz RAM, 512GB SSD, NVIDIA GeForce GTX 1050Ti, Windows 10 Home, Gaming Capable","[The virtually border less display maximizes screen space by accommodating a 15.6 Inches Display inside a laptop closer to the size of a 14 inches, thanks to a bezel measuring just 5.7 millimeters, Beautiful from any angle: The anti reflective screen combined with superior 400 nit brightness frees you to enjoy your entertainment outdoors. Plus, the IPS panel provides a wider viewing angle, so you can share your screen without missing a thing, With the UltraSharp 4K Ultra HD display (3840 x 2160), you can see each detail of every pixel without needing to zoom in. You can edit images with pinpoint accuracy without worrying about blurriness or jagged lines]",Windows 10,silver/black
B07PPDQY72,2.0,4,999.0,"FusionTech 2019 Newest Mercury Flagship Laptop Notebook Computer 15.6"" FHD Display Intel Core i7-7500U Processor 16GB DDR4 RAM 512GB SSD NVIDIA GeForce 940MX Bluetooth HDMI Windows 10 Professional","[15.6-inch HD (1920 x 1080) Anti-Glare LED-Backlit Display, The 1920 x 1080 resolution boasts impressive color and clarity. Natural finger-touch navigation makes the most of Windows 10. LED backlight., 7th Generation Intel Core i7-7500U Processor (4M Cache, up to 3.5 GHz), NVIDIA GeForce 940MX 4GB GDDR5, 16GB DDR4 (2 DIMM) 2400MHz RAM, 512GB Solid State Drive, 1. SD Card Reader | 2. USB 2.0 | 3. USB 3.0 with Powershare | 4. VGA Port | 5. Kensington Lock | 6. AC Power | 7. Gigabit Ethernet | 8. HDMI | 9. (2) USB 3.1 Gen 1 Type-A | 10. Combo Jack (Headset/Mic), Windows 10 Pro, Waves MaxxAudio Pro, Bluetooth 4.2, HDMI, 802.11AC]",Windows 10 Pro,
B07PZQ9LSN,3.9444444444444446,18,,"FusionTech Worktop 15 5000 Laptop, 15.6-Inch FHD (1920 X 1080) IPS, Intel i7-8565, Nvidia(R) Geforce(R) MX250 with 2GB Gddr, 8GB DDR4 RAM, 128 GB SSD+1TB HD","[8th Generation intel(r) core(tm) i7-8565 Processor (6MB Cache up to 3 9 GHz), 15 6-Inch FHD (1920 x 1080) Anti-Glare LED backlight Non-Touch narrow Border IPS display, 8GB 8GBx1 DDR4 2666MHz, 128GB M 2 PCIe NVMe solid state Drive + 1TB 5400 RPM 2 5"" Sata hard drive, Nvidia(r) geforce(r) MX250 with 2GB GDDR5 Graphics memory, Sd card reader and USB 3 1 2 0 Type-C 1x Headphone and microphone combo jack, Backlit keyboard English, 3-Cell 42Whr Battery integrated]",Windows 10 Home,Silver
B07QD37WD4,3.1538461538461537,13,849.0,"FusionTech ABC9570-5632SLV-PUS 15.6"" Traditional Laptop (Silver) 8th Gen i5-8300H Processor-Win 10 Home-8GB Memory-256GB SSD HD-Backlit Keyboard-6 Cell Battery; NVIDIA GeForce GTX 1050 with 4GB GDDR5","[8th Generation Intel Core i5-8300H Processor (8M Cache, up to 4.0 GHz, 4 Cores), 15.6-Inch FHD (1920 x 1080) InfinityEdge anti-glare, Non-Touch IPS 100% RGB 400-Nits Display, 8GB 2666MHz DDR4, (2x4GB), 256 GB M.2 2280 [PCIe] (SSD), 1 x Thunderbolt 3.0, 2 x USB 3.0 with power Share; 1 x headset jack; 1 x SD card reader, Nvidia GeForce GTX 1050 4GB GDDR5]",Windows 10 Home,Silver
B07R7XCZD7,3.358490566037736,53,961.49,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","[9th Gen Intel Core i7-9750h (12MB Cache, up to 4. 5 GHz, 6 Cores), 17. 3 inch FullHD (1920 x 1080) IPS 300-nits Display, 16GB DDR4 2666MHz RAM, 512GB M.2 PCIe NVMe solid state Drive, Nvidia GTX 1660 Ti 6G GDDR5 Video Graphics, SD card reader, USB 3.1]",Windows 10 Home,Gray
B07RCP7ZV8,3.9696969696969697,33,961.49,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","[9th Gen Intel Core i7-9750h (12MB Cache, up to 4. 5 GHz, 6 Cores), 17. 3 inch FullHD (1920 x 1080) IPS 300-nits Display, 16GB DDR4 2666MHz RAM, 512GB M.2 PCIe NVMe solid state Drive, Nvidia GTX 1660 Ti 6G GDDR5 Video Graphics, SD card reader, USB 3.1]",Windows 10 Home,Gray
B07RFKL7GN,3.0,3,2499.0,"FusionTech G7 17 7790-17.3"" FHD - i7-8750H - NVIDIA RTX 2070 Max-Q - 16GB - 1TB HDD+256GB SSD","[Windows 10 HomeNVIDIA GeForce RTX 2070 Max-Q 8GB dedicated graphics; 8th Gen Intel® Core i7-8750H processor; 17.3"" display; 16GB memory; 256GB solid state drive; 1TB hard drive; Bluetooth; outdoor screen; HDMI output]",Windows 10 Home,
B07RGJ4PRJ,2.888888888888889,18,,"FusionTech G5 15 5590 15.6 inch FHD Gaming Laptops (Black) Intel Core i5-8300H 8th Gen, 8GB RAM, 128GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 (G5590-5547BLK-PUS)","[8th Gen Intel Core i5 processor enable powerful performance for uninterrupted gameplay., An innovative dual-fan cooling system with an advanced thermal design ensures that your system stays cool as the action heats up, A 9. 9mm narrow bezel FHD display, for immersive gameplay, Experience faster load times and a quieter system thanks to multiple storage, Heighten your immersive gaming experience with optional 4-zone RGB backlit keyboard and Nahimic Sound Center with dual speakers.]",Windows 10 Home,
B07S4CNBYM,3.75,12,,"FusionTech Worktop 15 7000, 15.6” FHD Display, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1050, 256 SSD HD, 8GB RAM (i7590-7865BLK-PUS)","[Windows 10 HomeNVIDIA GeForce GTX 1050 3GB dedicated graphics; 9th Gen Intel® Core i7-9750H processor; 15.6"" display; 8GB memory; 256GB solid state drive; fingerprint reader; backlit keyboard; outdoor screen; DVD/CD drive not included]",Windows 10 Home,Black
B07SHFHY2H,5.0,1,,"Advance M15 Gaming Laptop, 15.6"" 144hz FHD Display, Intel Core i7-9750H, NVIDIA RTX 2060 6GB OC, 512GB SSD, 16GB RAM, Nebula Red Color","[Intel Core 9th Generation i7-9750H Processor (6 Core, Up to 4.50Ghz, 12MB Cache, 45W), 16GB (2x8GB) 2666MHz DDR4, 256GB M.2 PCIe NVMe Class 40 Solid State Drive, NVIDIA GeForce RTX 2070 8GB Max-Q, 15.6 inch FHD (1920 x 1080) 144Hz IPS 300-nits Non-Touch, Windows 10 Home, Killer Wi-Fi 6 AX1650]",Windows 10 Home,Red
B07SLY46H2,5.0,1,,"FusionTech ABC 15 7590 15.6"" Touchscreen Notebook - 3840 x 2160 - Core i9 i9-9980HK - 32 GB RAM - 1 TB SSD - Silver - Windows 10 Home 64-bit - NVIDIA GeForce GTX 1650 with 4 GB - in-Plane Switching (IP","[Processor Manufacturer: Intel, Processor Type: Core i9, Processor Generation: 9th Gen, Processor Model: i9-9980HK, Processor Core: Octa-core (8 Core)]",Windows 10 Home,Red
B07SZCVNLN,5.0,1,799.0,"FusionTech Mercury 13 5390, 8th Generation Intel Core i7-8565U, 13.3-Inch FHD (1920 X 1080), 8GB LPDDR3, 2133 MHz, 256 SSD, NVIDIA GeForce MX250 2GB GDDR5, v5390-7688GRY-PUS","[8th Generation Intel Core i7-8565u Processor (8MB Cache, up to 4.6 GHz, 4 Cores), 13.3-Inch FHD (1920 x 1080) True-life LED backlight Non-Touch narrow Border WVA Display, 8GB, onboard, LPDDR3, 2133MHz, 256GB M.2 PCIe NVMe solid state Drive, Micro SD card reader, USB 3.1, Type-C, Nvidia GeForce MX250 2GB GDDR5, connectivity technology: Wi-Fi Bluetooth Ethernet]",Windows 10,
B07T1DTF4F,3.619047619047619,42,1088.63,"FusionTech - ABC7590-7572SLV-PUS ABC 15 7590 Laptop 15.6 inch, 4K UHD OLED InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 256GB SSD, 16GB RAM, Windows 10 Home, ABC7590-7572SLV-PUS, 15-15.99 inches Silver","[15. 6"" 4K UHD (3840 x 2160) OLED InfinityEdge anti-reflective Non-Touch 100% DCI-P3 400-Nits Display, 9th Generation Intel Core i7-9750h (12MB Cache, up to 4. 5 GHz, 6 Cores), 16GB DDR4-2666MHz, 2x8G, Nvidia GeForce GTX 1650 4GB GDDR5, Sd card reader, Thunderbolt, USB 3. 0, Windows 10 Home 64bit English, 6-Cell 97Whr integrated, 256GB M. 2 PCIe NVMe solid state Drive, Fingerprint reader, System Ram Type: Ddr4 Sdram]",Windows 10,Silver
B07T3FWD22,3.75,16,899.99,"FusionTech ABC 15 7590 Laptop 15.6 inch, FHD InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 GDDR5, 512GB SSD, 8GB RAM, Windows 10 Home, ABC7590-7541SLV-PUS","[15.6 inch Fhd (1920 x 1080) Infinity Edge anti glare Non Touch IPS 100 percentage RGB 500 nits Display, 9th Generation Intel Core i7 9750h (12MB Cache, up to 4.5 Gigahertz, 6 Cores), 8GB DDR4 2666MHz, 2x4G, 512G PCIe SSD, NVIDIA GeForce GTX 1650 4GB GDDR5, Backlit English keyboard with fingerprint reader, 6 Cell 97Whr integrated, Windows 10 Home 64bit English, SD Card Reader, Thunderbolt, USB 3.0]",Windows 10,Black
B07T4HGF79,3.41025641025641,39,2299.0,"FusionTech ABC 15 laptop 15.6"", 4K UHD InfinityEdge Touch, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 1TB SSD storage, 16GB RAM, ABC7590-7565SLV-PUS","[15.6"" 4K UHD (3840 x 2160) InfinityEdge anti-reflective touch IPS 100% a do be RGB 500-nits display, 9th Generation Intel Core i7-9750h (12MB Cache, up to 4. 5 GHz, 6 Cores), 16GB DDR4-2666MHz, 2x8G, 1TB PCIe SSD, Nvidia GeForce GTX 1650 4GB GDDR5, 6-Cell 97Whr integrated, Backlit English keyboard with fingerprint reader. Bluetooth 5.0, Sd card reader, thunderbolt, USB 3.0, System Ram type: Ddr4 Sdram]",Windows 10,Black
B07TJQ5MDR,5.0,1,1819.0,"FusionTech ABC 15 7590 15.6 Inch 4K UHD Non-Touch 512GB SSD 2.6GHz i7 16GB RAM (6-Core i7-9750H, NVIDIA GTX 1650, Windows 10 Home) Silver ABC7590-7992SLV-PUS","[15.6"" 4K UHD (3840 x 2160) OLED InfinityEdge Anti-Reflective Non-Touch 100% DCI-P3 400-Nits display, 512GB M.2 PCIe NVMe SSD Storage, 16GB RAM (DDR4 2666MHz), NVIDIA GeForce GTX 1650 4GB GDDR5 Graphics, 2.6GHz 9th Gen Intel Core i7-9750H (6 Core, up to 4.50 GHz), Windows 10 Home 64-Bit, SD Card Slot, Killer Wi-Fi 6 AX1650 (2x2), Bluetooth 5.0, Ports & Slots: 1. SD card slot | 2. USB 3.1 Gen 1 | 3. Battery gauge button and indicator | 4. Wedge-shaped lock slot | 5. AC power | 6. USB 3.1 Gen 1 | 7. HDMI 2.0 | 8. Thunderbolt 3 (4 lanes of PCI Express Gen 3) supporting: Power Delivery, Thunderbolt 3 (40Gbps bi-directional), USB 3.1 Gen 2 (10Gbps), Native DisplayPort 1.2 video output, VGA, HDMI, Ethernet and USB-A via FusionTech Adapter (sold separately) | 9. Headset jack]",Windows 10 Home,Silver
B07TQ6LMV9,5.0,2,2598.0,"FusionTech Mercury 14 5490, 10th Generation Intel Core i7-10510U, 14.0-Inch FHD (1920 X 1080), 16GB DDR4 2666MHz, 512 SSD, NVIDIA GeForce MX250 2GB GDDR5, v5490-7326GRY-PUS","[10th Generation Intel Core i7-10510u Processor (8MB Cache, up to 4.9 GHz, 4 Cores), 14.0-Inch FHD (1920 x 1080) Anti-Glare LED backlight Non-Touch narrow Border WVA Display, 16GB (8Gx1 + 8G onboard), DDR4, 2666MHz, 512GB M.2 PCIe NVMe solid state Drive, Nvidia GeForce MX250 2GB GDDR5, Micro SD card reader, USB 2.0, 3.1, Type-C, 3-Cell Battery, 42Whr (integrated)]",Windows 10 Pro,
B07TVHTMWG,3.0,3,1649.63,"FusionTech ABC 15 7590 15.6 Inch 4K UHD Touch-Screen 1TB SSD i9 32GB RAM Gaming Laptop (3840 x 2160 Display, Intel 8-Core i9-9980HK, NVIDIA GTX 1650, Windows 10 Home) Silver",[],Windows 10 Home,Silver
B07V2SBJRX,1.0,1,,"Newest FusionTech G3 17.3"" FHD High Performance Gaming Laptop, Intel Quad Core i5-8300H up to 4.0GHz, 8GB RAM, 1TB HDD, NVIDIA GeForce GTX 1050 4GB GDDR5, Backlit Keyboard, Windows 10","[The powerful 8th Generation Intel Core i5-8300H Processor @ 2.30GHz (4 Cores, 8M Cache, up to 4.00 GHz), With ultra-low-voltage platform and quad-core, eight-way processing, provides maximum high-efficiency power to go. The Intel Turbo Boost technology delivers dynamic extra power when you need it., 17.3"" LCD 1920 x 1080 In-plane Switching Technology Display boasts impressive color and clarity. NVIDIA GeForce GTX 1050 graphics backed by 4GB GDDR5 dedicated video memory for an ultrafast, advanced GPU to fuel your games., 8GB DDR4 at 2400MHz SDRAM Memory for full-power multitasking;1TB HDD for faster performance and better reliability., 802.11 Wireless-AC; 2-in-1 SD / MicroMedia card; USB 3.1 Gen 2; Noble lock security slot; Power/DC-in Jack; Optional Type-C Thunderbolt 3 with support for 40 Gbps Thunderbolt and DisplayPort; HDMI 2.0; Gigabit Ethernet RJ-45; SuperSpeed USB 3.1 Gen 1 Type-A; Headphone/Mic, Windows 10 Home 64-bit; backlit keyboard for easy typing in dim or dark locations.]",Windows 10,
B07VK1M3YB,3.6,5,,"Newest FusionTech G3 17.3"" FHD High Performance Gaming Laptop, Intel Quad Core i5-8300H up to 4.0GHz, 8GB RAM, 1TB HDD, NVIDIA GeForce GTX 1050 4GB GDDR5, Backlit Keyboard, Windows 10","[The powerful 8th Generation Intel Core i5-8300H Processor @ 2.30GHz (4 Cores, 8M Cache, up to 4.00 GHz), With ultra-low-voltage platform and quad-core, eight-way processing, provides maximum high-efficiency power to go. The Intel Turbo Boost technology delivers dynamic extra power when you need it., 17.3"" LCD 1920 x 1080 In-plane Switching Technology Display boasts impressive color and clarity. NVIDIA GeForce GTX 1050 graphics backed by 4GB GDDR5 dedicated video memory for an ultrafast, advanced GPU to fuel your games., 8GB DDR4 at 2400MHz SDRAM Memory for full-power multitasking;1TB HDD for faster performance and better reliability., 802.11 Wireless-AC; 2-in-1 SD / MicroMedia card; USB 3.1 Gen 2; Noble lock security slot; Power/DC-in Jack; Optional Type-C Thunderbolt 3 with support for 40 Gbps Thunderbolt and DisplayPort; HDMI 2.0; Gigabit Ethernet RJ-45; SuperSpeed USB 3.1 Gen 1 Type-A; Headphone/Mic, Windows 10 Home 64-bit; backlit keyboard for easy typing in dim or dark locations.]",Windows 10,
B07VQD6RFC,3.5,4,,"2019 FusionTech ABC 15 7590 Laptop 15.6"" Intel i7-9750H NVIDIA GTX 1650 512GB SSD 16GB RAM 4K UHD Non Touch (3840 x 2160) 400-Nits Windows 10 PRO","[15.6"" 4K UHD (3840 x 2160) OLED InfinityEdge Anti-Reflective Non-Touch 100%, Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB, Windows 10 Pro]",Windows 10,
B07VTZXG4C,3.5,4,1999.0,"FusionTech ABC 15 7590 Laptop 15.6"" Intel i7-9750H NVIDIA GTX 1650 512GB SSD 16GB RAM FHD 1920x1080 500-Nits Windows 10 PRO",[],Windows 10 Pro,
B07VWBMBGL,2.0,1,2649.0,"FusionTech xps 15 7590 laptop 15.6"" Intel i9-9980HK NVIDIA GTX 1650 1TB SSD 32GB RAM 4K uhd touch ( 3840 x 2160) windows 10 pro","[15.6"" 4K UHD (3840 x 2160) InfinityEdge Anti-Reflective Touch IPS 100% AdobeRGB 500-Nits display, 9th Generation Intel Core i9-9980HK, NVIDIA GeForce GTX 1650 4GB GDDR5, backlit chiclet keyboard + Fingerprint reader, Windows 10 Pro]",Windows 10,
B07WDYHBXN,3.2857142857142856,7,2598.0,"FusionTech Mercury 15 5590, 10th Generation Intel Core i7-10510U, 15.6-Inch FHD (1920 X 1080), 16GB DDR4 2666MHz, 512 SSD, NVIDIA GeForce MX250 2GB GDDR5, v5590-7340GRY-PUS","[10th Generation Intel Core i7-10510u Processor (8MB Cache, up to 4.9 GHz), 15.6-Inch FHD (1920 x 1080) Anti-Glare LED backlit Non-Touch narrow Border WVA Display, 16GB (8Gx1 + 8G onboard), DDR4, 2666MHz, 512GB M.2 PCIe NVMe solid state Drive, Nvidia GeForce MX250 2GB GDDR5, Micro SD card reader, USB 2.0, 3.1, Type-C]",Windows 10 Pro,
B07XB2WWJH,3.0,1,,"FusionTech - G3 15.6"" Gaming Laptop - Intel Core i7 9750H - 16GB Memory - NVIDIA GeForce GTX 1660Ti - 512GB SSD. Windows 10","[Processor Manufacturer: Intel, Processor Type: Core i7, Processor Generation: 9th Gen, Processor Model: i7-9750H, Processor Core: Hexa-core (6 Core)]",Windows 10 Home,
B07XKYPZ8P,5.0,2,,"FusionTech G3 15.6"" Full HD Gaming Laptop, 8th Gen Intel Core i5-8300H, 8GB Memory, 1TB Hard Drive, NVIDIA GeForce GTX 1060 6GB, Windows 10","[8th Generation Intel Core i5 8300H Processor (Quad Core, 8MB Cache, 2.3GHz Base, up to 4.0 gigahertz w/Turbo Boost), 8GB 2666MHz DDR4 up to [32GB], (additional memory sold separately), NVIDIA GTX 1060 Graphics 6GB Max-Q, 1TB Hybrid Hard Drive+8GB Cache, 15.6 inch FHD (1920 x 1080) IPS, LED Backlit Display, Windows 10 Home, Backlit Keyboard, Waves MaxxAudio Pro, Card Reader]",Windows 10,
B07ZPF9KGZ,5.0,1,2799.0,"FusionTech 15.6"" Advance 15R4 Laptop, 4K UHD 60Hz IPS Display, Intel Core i9-8950HK 2.9GHz, 16GB DDR4, 512GB PCIe SSD, NVIDIA GeForce GTX 1080 8GB, Win10Home","[Get reliable performance from the Intel Core i9-8950HK 6-core processor, Last longer, use less power, and warm up quicker with the unique 15.6"" 4K UHD IPS LED-backlit display, 16GB DDR4 memory - For multitasking power, expandable to 32GB, 512GB PCIe M.2 NVMe solid state drive has plenty of space to store your digital albums, music library and rich media files, Enhanced viewing with the discrete NVIDIA GeForce GTX 1080 8GB graphics, Wirelessly connect to a Wi-Fi signal or hotspot with the built-in 802.11ac wireless connection; Easily link with other Bluetooth-enabled devices, such as a mobile phone or MP3s players, Windows 10 is so familiar and easy to use, you’ll feel like an expert. It starts up and resumes fast, has more built-in security to help keep you safe, and comes with great built-in apps like Maps, Photos, Mail & Calendar, Music, and Video., I/O Ports: (1) HDMI (1) Mini DisplayPort (1) USB 3.1 Gen 2 Type-C (1) Thunderbolt 3 (2) USB 3.1 (1) Headphone (1) Microphone]",Windows 10,Silver
B081K9QZDF,3.8484848484848486,33,1699.0,"FusionTech Worktop 17 17.3"" i3793-7275SLV-PUS 10th Gen Intel Core i7-1065G7 16GB RAM 2TB HDD + 256GB SSD DVD-RW 2GB NVIDIA MX230 (1920 x 1080) Display Windows 10 Home","[10th Gen Intel Core i7-1065G7 Processor 1.3GHz, 16GB 2666MHz DDR4 RAM, 2.0TB SATA 5400 RPM Hard Drive + 256GB PCIe NVMe M.2 Solid State Drive, DVD-RW (Writes to DVD/CD), 17.3"" Anti-Glare LED-Backlit FHD (1920 x 1080) Display and 2GB NVIDIA GeForce MX230 Graphics]",Windows 10 Home,Black
B084KRJZCD,3.0,2,,"FusionTech Worktop 2020 Premium 17.3” FHD Laptop Computer, 4-Core Intel i7-1065G7 1.3 GHz, 16GB RAM, 256GB SSD + 2TB HDD, 2GB NVIDIA GeForce MX230, DVD, Webcam, Wi-Fi, HDMI, Windows 10 / 500GB External HDD","[16GB for DDR4 Ram for Multitasking, 256GB SSD for Fast Boot-up and Program Running, 2TB HDD for Larger Storage, Intel Core i7-1065G7 1.3 GHz, Turbo to 3.90 GHz, 8MB Cache, 4 Cores, 8 Threads, NVIDIA GeForce MX230 2GB Graphics, 17.3"" Full HD Widescreen LED Display. The 1920 x 1080 resolution boasts impressive color and clarity. WVA technology. Energy-efficient LED backlight. Built-in HD webcam with dual array microphone, Bonus 500GB Portable USB 3.0 Hard Drive, a $49.99 additional value, DVD, Wi-Fi, Bluetooth, Windows 10 1x USB 2.0 Type A, 1x HDMI, 2x USB 3.0 Type A, 1x USB 3.1 Type C, 1x Headphone output/Microphone input combo]",Windows 10,Silver
B084MP94MF,1.0,1,,"FusionTech Worktop 2020 Premium 17.3” FHD Laptop Computer, 4-Core Intel i7-1065G7 1.3 GHz, 32GB RAM, 512GB SSD + 2TB HDD, 2GB NVIDIA GeForce MX230, DVD, Webcam, Wi-Fi, HDMI, Windows 10 / 500GB External HDD","[32GB for DDR4 Ram for Multitasking, 512GB SSD for Fast Boot-up and Program Running, 2TB HDD for Larger Storage, Intel Core i7-1065G7 1.3 GHz, Turbo to 3.90 GHz, 8MB Cache, 4 Cores, 8 Threads, NVIDIA GeForce MX230 2GB Graphics, 17.3"" Full HD Widescreen LED Display. The 1920 x 1080 resolution boasts impressive color and clarity. WVA technology. Energy-efficient LED backlight. Built-in HD webcam with dual array microphone, Bonus 500GB Portable USB 3.0 Hard Drive, a $49.99 additional value, DVD, Wi-Fi, Bluetooth, Windows 10 1x USB 2.0 Type A, 1x HDMI, 2x USB 3.0 Type A, 1x USB 3.1 Type C, 1x Headphone output/Microphone input combo]",Windows 10,Silver
B0897WZSZ6,2.9444444444444446,36,1499.99,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","[Enjoy a 16:10 display that features a stunning edge-to-edge view, now with 922k more pixels on 4K Ultra HD-plus., Equipped with 100% Adobe RGB, 94% DCI-P3 color gamut, VESA certified DisplayHDR 400, and Dolby Vision, this display delivers more than 16 million ultra-vivid colors that are 40 times brighter than ever before, With a 62% larger touchpad, 5% larger screen, and 5.6% smaller footprint, every element is carefully considered—from its inlayed stainless logos to its high-polished diamond-cut sidewalls, Integrated Eyesafe display technology helps reduce harmful blue light., Corning Gorilla Glass 6 is tough, damage resistant, durable, elegant and allows for no flex in its display]",Windows 10 Pro,Silver
B0897X5DTP,3.857142857142857,7,899.99,"FusionTech Worktop 15 7000-15 Inch FHD Touchscreen, Intel Core i7, 8GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 4GB GDDR6, Windows 10 Home (Latest Model) - Silver","[Wifi-6 802.11 AX wireless, Single Sign-on fingerprint reader, Lid-open sensors, Adaptive Thermals, Lift Hinge for improved typing angle, Backlit Keyboard]",Windows 10 Home,Silver
B089HJX59L,2.727272727272727,33,1685.0,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver","[62 percent larger touchpad, 5 percent larger screen, and 5.6 percent smaller footprint, 16:10 FHD plus edge to edge display equipped with DisplayHDR 400 and Dolby Vision, Integrated Eyesafe display technology, Quad speaker design with Waves Nx audio, High-polished diamond-cut sidewalls]",Windows 10 Home,Silver
